Series Name,Series Code,Country Name,Country Code,,,,,,,,,,,,,,,,,,
EG.USE.CRNW.ZS,Use and distribution of these data are subject to IEA terms and conditions.,Combustible renewables and waste (% of total energy),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Data for combustible renewables and waste are often based on small surveys or other incomplete information and thus give only a broad impression of developments and are not strictly comparable across countries. The IEA reports include country notes that explain some of these differences. All forms of energy - primary energy and primary electricity - are converted into oil equivalents. A notional thermal efficiency of 33 percent is assumed for converting nuclear electricity into oil equivalents and 100 percent efficiency for converting hydroelectric power.,"Total energy use refers to the use of primary energy before transformation to other end-use fuels (such as electricity and refined petroleum products). It includes energy from combustible renewables and waste - solid biomass and animal products, gas and liquid from biomass, and industrial and municipal waste. Biomass is any plant matter used directly as fuel or converted into fuel, heat, or electricity.

Renewable energy is derived from natural processes (e.g. sunlight and wind) that are replenished at a higher rate than they are consumed. Solar, wind, geothermal, hydro, and biomass are common sources of renewable energy. Majority of renewable energy in the world is from solid biofuels and hydroelectricity.

Renewable sources of energy have been the driver of much of the growth in the global clean energy sector in the past few decades. Recent years have seen a major scale-up of wind and solar photovoltaic (PV) technologies. Other renewable technologies - including hydropower, geothermal and biomass - continued to grow from a strong established base, adding hundreds of gigawatts of new capacity worldwide.

Governments in many countries are increasingly aware of the urgent need to make better use of the world's energy resources. Improved energy efficiency is often the most economic and readily available means of improving energy security and reducing greenhouse gas emissions.","The IEA makes these estimates in consultation with national statistical offices, oil companies, electric utilities, and national energy experts. The IEA occasionally revises its time series to reflect political changes, and energy statistics undergo continual changes in coverage or methodology as more detailed energy accounts become available. Breaks in series are therefore unavoidable.",Restricted use: Please contact the International Energy Agency for third-party use of these data.,,,,,,,,,,,,,,,,,,
FB.CBK.BRCH.P5,CC BY-4.0,"Commercial bank branches (per 100,000 adults)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DT.NFL.PCBO.CD,CC BY-4.0,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.SERV.CD.WT,CC BY-4.0,Commercial service exports (current US$),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.SERV.CD.WT,CC BY-4.0,Commercial service imports (current US$),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
BX.GSR.CMCP.ZS,CC BY-4.0,"Communications, computer, etc. (% of service exports, BoP)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
BM.GSR.CMCP.ZS,CC BY-4.0,"Communications, computer, etc. (% of service imports, BoP)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.MED.CMHW.P3,CC BY-4.0,"Community health workers (per 1,000 people)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GC.XPN.COMP.ZS,CC BY-4.0,Compensation of employees (% of expense),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GC.XPN.COMP.CN,CC BY-4.0,Compensation of employees (current LCU),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.REG.BRTH.ZS,CC BY-4.0,Completeness of birth registration (%),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.REG.BRTH.FE.ZS,CC BY-4.0,"Completeness of birth registration, female (%)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.REG.BRTH.MA.ZS,CC BY-4.0,"Completeness of birth registration, male (%)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.REG.BRTH.RU.ZS,CC BY-4.0,"Completeness of birth registration, rural (%)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.REG.BRTH.UR.ZS,CC BY-4.0,"Completeness of birth registration, urban (%)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.REG.DTHS.ZS,CC BY-4.0,Completeness of death registration with cause-of-death information (%),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.COM.DURS,CC BY-4.0,"Compulsory education, duration (years)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.OTHR.ZS.WT,CC BY-4.0,"Computer, communications and other services (% of commercial service exports)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.OTHR.ZS.WT,CC BY-4.0,"Computer, communications and other services (% of commercial service imports)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.CON.1524.FE.ZS,CC BY-4.0,"Condom use, population ages 15-24, female (% of females ages 15-24)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.CON.1524.MA.ZS,CC BY-4.0,"Condom use, population ages 15-24, male (% of males ages 15-24)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FP.CPI.TOTL,CC BY-4.0,Consumer price index (2010 = 100),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SN.ITK.SALT.ZS,CC BY-4.0,Consumption of iodized salt (% of households),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
IS.SHP.GOOD.TU,CC BY-4.0,Container port traffic (TEU: 20 foot equivalent units),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.DYN.CONU.ZS,CC BY-4.0,"Contraceptive prevalence, any method (% of married women ages 15-49)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.DYN.CONM.ZS,CC BY-4.0,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SL.FAM.WORK.FE.ZS,CC BY-4.0,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",,,"Given the exceptional situation, including the scarcity of relevant data, the  ILO modeled estimates and projections from 2020 onwards are subject to substantial uncertainty.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.FAM.WORK.MA.ZS,CC BY-4.0,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",,,"Given the exceptional situation, including the scarcity of relevant data, the  ILO modeled estimates and projections from 2020 onwards are subject to substantial uncertainty.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.FAM.WORK.ZS,CC BY-4.0,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",,,"Given the exceptional situation, including the scarcity of relevant data, the  ILO modeled estimates and projections from 2020 onwards are subject to substantial uncertainty.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
CC.EST,CC BY-4.0,Control of Corruption: Estimate,,,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,
